@relation exp_4th_00

@attribute 	ax	numeric
@attribute 	ay	numeric
@attribute 	az	numeric
@attribute 	gx	numeric
@attribute 	gy	numeric
@attribute 	gz	numeric
@attribute 	SMVAcc	numeric
@attribute 	SMVGyro	numeric
@attribute 	SMA30Acc	numeric
@attribute 	SMA30Gyro	numeric
@attribute 	Angle	numeric


@data
0.49, 0.64, 0.61, -2.97, 40.21, -11.25, 1.01084, 41.8596, 1.81067, 11.0593, 52.4105
0.46, 0.64, 0.58, -13.82, 31.34, -12.28, 0.97857, 36.3866, 1.806, 12.7833, 54.5495
0.48, 0.66, 0.6, -24.15, 15.3, -13.18, 1.01292, 31.4805, 1.80367, 14.42, 53.1301
0.56, 0.64, 0.6, -29.14, 22.12, -16.39, 1.04077, 40.0882, 1.80367, 16.4993, 53.1301
0.49, 0.62, 0.68, -20.09, 31.17, -21.67, 1.04254, 42.9507, 1.80333, 18.7833, 47.1564
0.44, 0.66, 0.65, -17.27, 13.62, -10.8, 1.02552, 24.503, 1.80133, 19.9517, 49.4584
0.44, 0.67, 0.66, -15.09, 7.71, -6.26, 1.03832, 18.0649, 1.8, 20.767, 48.7001
0.45, 0.74, 0.61, -61.35, 17.64, 6.44, 1.05934, 64.1597, 1.8, 23.4687, 52.4105
0.5, 0.61, 0.76, -60.17, -16.93, 22.23, 1.09531, 66.3417, 1.802, 26.38, 40.5358
0.53, 0.5, 0.7, -36.36, -0.54, 9.67, 1.0104, 37.6278, 1.79933, 27.6303, 45.573
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.79967, 27.555, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.80033, 27.5937, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.79967, 27.5877, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.80067, 27.5647, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.79967, 27.5397, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.80067, 27.6183, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.80033, 27.531, 58.6677
0.61, 0.68, 0.5, -0.25, 1.7, 0.3, 1.04139, 1.74428, 1.79967, 27.5077, 60
0.62, 0.7, 0.51, -0.76, -0.08, 1.66, 1.06513, 1.82746, 1.801, 27.516, 59.3362
0.6, 0.68, 0.52, -1.08, 1.08, 1.3, 1.04537, 2.00569, 1.8, 27.548, 58.6677
0.61, 0.69, 0.51, -2.24, 2.16, 0.95, 1.05276, 3.25357, 1.80033, 27.611, 59.3362
0.6, 0.69, 0.53, -3.76, 5.25, 0.88, 1.05688, 6.51725, 1.80067, 27.7623, 57.9945
0.61, 0.68, 0.53, -2.29, 4.29, 0.48, 1.05612, 4.88657, 1.80067, 27.668, 57.9945
0.6, 0.69, 0.54, -2.94, 3.94, -0.52, 1.06193, 4.94344, 1.801, 27.6793, 57.3164
0.6, 0.7, 0.53, -2.75, 5.52, 0.51, 1.06344, 6.18813, 1.801, 27.7253, 57.9945
0.59, 0.7, 0.55, -1.75, 9.8, 2.55, 1.06799, 10.2764, 1.80133, 27.9027, 56.633
0.63, 0.71, 0.53, 9.24, 9.72, 11.25, 1.08715, 17.5048, 1.80233, 28.4397, 57.9945
0.67, 0.71, 0.47, 7.37, 16.29, 8.57, 1.08347, 19.8274, 1.80167, 28.507, 61.9657
0.69, 0.52, 0.75, -14.04, 20.87, -1.43, 1.14412, 25.1937, 1.80667, 28.6013, 41.4096
0.42, 0.43, 0.71, 54.8, 6.3, -21.22, 0.930269, 59.1018, 1.797, 29.263, 44.7651
0.33, 0.69, 0.74, 69.6, -41.61, -57.1, 1.06424, 99.1764, 1.79767, 33.059, 42.2686
0.46, 0.81, 0.48, 33.62, -19.88, -38.89, 1.0479, 55.1176, 1.8, 34.224, 61.3146
0.54, 0.7, 0.69, -16.01, 2.59, 0.89, 1.12147, 16.2425, 1.80633, 33.1193, 46.3699
0.55, 0.65, 0.66, 2.49, 7.84, -10.98, 1.07731, 13.7196, 1.80833, 31.5747, 48.7001
0.51, 0.66, 0.62, -5.01, 15.39, -15.02, 1.03928, 22.0806, 1.80833, 30.3243, 51.6839
0.42, 0.67, 0.64, -1.56, 11.83, 0.02, 1.0173, 11.9324, 1.80767, 29.3817, 50.2082
0.46, 0.66, 0.65, -0.47, 8.85, 7.62, 1.03426, 11.6879, 1.80767, 28.9777, 49.4584
0.44, 0.69, 0.68, -2.54, 19.97, 8.43, 1.064, 21.8247, 1.808, 27.1613, 47.1564
0.43, 0.69, 0.64, -12.46, 32.65, -3.65, 1.0347, 35.1368, 1.80433, 25.4757, 50.2082
0.35, 0.65, 0.7, -24.94, 25.62, -14.6, 1.01735, 38.6206, 1.80333, 26.0953, 45.573
0.31, 0.63, 0.77, -13.21, 14.31, -14.43, 1.04207, 24.2385, 1.80067, 27.3713, 39.6461
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.8, 27.3327, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.80067, 27.3387, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.79967, 27.3617, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.80067, 27.3867, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.79967, 27.308, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.8, 27.3953, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.80067, 27.4187, 58.6677
0.61, 0.68, 0.5, -0.25, 1.7, 0.3, 1.04139, 1.74428, 1.79933, 27.4103, 60
0.62, 0.7, 0.51, -0.76, -0.08, 1.66, 1.06513, 1.82746, 1.80033, 27.3783, 59.3362
0.6, 0.68, 0.52, -1.08, 1.08, 1.3, 1.04537, 2.00569, 1.8, 27.3153, 58.6677
0.61, 0.69, 0.51, -2.24, 2.16, 0.95, 1.05276, 3.25357, 1.79967, 27.164, 59.3362
0.6, 0.69, 0.53, -3.76, 5.25, 0.88, 1.05688, 6.51725, 1.79967, 27.2583, 57.9945
0.61, 0.68, 0.53, -2.29, 4.29, 0.48, 1.05612, 4.88657, 1.79933, 27.247, 57.9945
0.6, 0.69, 0.54, -2.94, 3.94, -0.52, 1.06193, 4.94344, 1.79933, 27.201, 57.3164
0.6, 0.7, 0.53, -2.75, 5.52, 0.51, 1.06344, 6.18813, 1.799, 27.0237, 57.9945
0.59, 0.7, 0.55, -1.75, 9.8, 2.55, 1.06799, 10.2764, 1.798, 26.4867, 56.633
0.63, 0.71, 0.53, 9.24, 9.72, 11.25, 1.08715, 17.5048, 1.79867, 26.4193, 57.9945
0.67, 0.71, 0.47, 7.37, 16.29, 8.57, 1.08347, 19.8274, 1.795, 26.2823, 61.9657
0.3, 0.64, 0.73, -7.13, 5.87, -16.09, 1.01612, 18.5521, 1.79867, 24.508, 43.1136
0.32, 0.62, 0.73, -8.93, 5.13, -13.61, 1.0098, 17.0673, 1.79567, 19.82, 43.1136
0.35, 0.61, 0.73, -5.73, 0.47, -9.45, 1.01366, 11.0615, 1.79367, 17.262, 43.1136
0.34, 0.61, 0.76, -0.83, 0.82, -6.19, 1.03213, 6.299, 1.78633, 16.8737, 40.5358
0.32, 0.63, 0.72, 1.24, 5.78, -1.17, 1.00881, 6.02618, 1.78, 16.4363, 43.9455
0.29, 0.63, 0.73, 0.14, 8.49, 4.37, 1.00693, 9.54969, 1.77533, 15.689, 43.1136
0.28, 0.65, 0.75, 0.2, -1.61, 4.99, 1.03121, 5.24711, 1.77367, 15.4687, 41.4096
0.31, 0.64, 0.74, -0.05, -1.45, 3.68, 1.0263, 3.95568, 1.771, 15.0767, 42.2686
0.33, 0.65, 0.76, 4.78, -7.9, 5.71, 1.05309, 10.8564, 1.76867, 14.6583, 40.5358
0.4, 0.64, 0.7, 5.04, 1.17, 3.29, 1.02937, 6.13144, 1.768, 13.3497, 45.573
0.32, 0.61, 0.78, 8.17, 7.64, 3.18, 1.04062, 11.6289, 1.76833, 11.8107, 38.7394
0.31, 0.66, 0.76, 12.79, -6.07, 6.94, 1.05323, 15.7668, 1.769, 11.2723, 40.5358
0.35, 0.64, 0.74, 10.15, 0.73, 9.16, 1.03909, 13.6916, 1.767, 11.818, 42.2686
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.76633, 11.7793, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.767, 11.7853, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.766, 11.8083, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.767, 11.8333, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.766, 11.7547, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.76633, 11.842, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.767, 11.8653, 58.6677
0.61, 0.68, 0.5, -0.25, 1.7, 0.3, 1.04139, 1.74428, 1.76567, 11.857, 60
0.62, 0.7, 0.51, -0.76, -0.08, 1.66, 1.06513, 1.82746, 1.76667, 11.825, 59.3362
0.6, 0.68, 0.52, -1.08, 1.08, 1.3, 1.04537, 2.00569, 1.76633, 11.762, 58.6677
0.61, 0.69, 0.51, -2.24, 2.16, 0.95, 1.05276, 3.25357, 1.766, 11.6107, 59.3362
0.6, 0.69, 0.53, -3.76, 5.25, 0.88, 1.05688, 6.51725, 1.766, 11.705, 57.9945
0.61, 0.68, 0.53, -2.29, 4.29, 0.48, 1.05612, 4.88657, 1.76567, 11.6937, 57.9945
0.6, 0.69, 0.54, -2.94, 3.94, -0.52, 1.06193, 4.94344, 1.76567, 11.6477, 57.3164
0.6, 0.7, 0.53, -2.75, 5.52, 0.51, 1.06344, 6.18813, 1.76533, 11.4703, 57.9945
0.59, 0.7, 0.55, -1.75, 9.8, 2.55, 1.06799, 10.2764, 1.76433, 10.9333, 56.633
0.63, 0.71, 0.53, 9.24, 9.72, 11.25, 1.08715, 17.5048, 1.765, 10.866, 57.9945
0.28, 0.64, 0.72, 14.89, -6.02, 25.43, 1.00319, 30.0772, 1.764, 11.441, 43.9455
0.36, 0.62, 0.71, 10.18, -9.35, 27.31, 1.00901, 30.6087, 1.76467, 12.08, 44.7651
0.44, 0.66, 0.7, 23.32, 8.12, 39.76, 1.05792, 46.804, 1.76833, 13.9317, 45.573
0.4, 0.66, 0.69, 16.21, 18.32, 35.47, 1.03523, 43.0872, 1.76967, 16.0037, 46.3699
0.4, 0.69, 0.61, 9.35, 9.31, 32.45, 1.00409, 35.03, 1.77067, 17.4343, 52.4105
0.41, 0.68, 0.67, 7.1, 3.34, 26.18, 1.03894, 27.3305, 1.77433, 18.2217, 47.9329
0.4, 0.66, 0.71, 20.43, -17.78, 33, 1.04867, 42.6909, 1.77733, 20.3687, 44.7651
0.48, 0.64, 0.58, 37.79, 3.78, 57.02, 0.98813, 68.5102, 1.77767, 23.4823, 54.5495
0.5, 0.7, 0.51, 16.14, 3.97, 58.9, 1.00005, 61.2002, 1.77667, 25.503, 59.3362
0.53, 0.64, 0.65, -1.27, 6.38, 53.81, 1.05499, 54.2018, 1.77933, 27.235, 49.4584
0.53, 0.58, 0.72, 11.6, 18.75, 38.73, 1.06569, 44.5661, 1.78333, 28.9047, 43.9455
0.52, 0.6, 0.66, 6.71, 23.38, 27.77, 1.03247, 36.9164, 1.785, 29.9733, 48.7001
0.51, 0.58, 0.69, 0.43, 4.3, -0.44, 1.03566, 4.34379, 1.78667, 29.4777, 46.3699
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.78667, 29.4777, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.78667, 29.4777, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.78667, 29.4777, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.78667, 29.4777, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.78667, 29.4777, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.78667, 29.4777, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.78667, 29.4777, 58.6677
0.61, 0.68, 0.5, -0.25, 1.7, 0.3, 1.04139, 1.74428, 1.78667, 29.4777, 60
0.62, 0.7, 0.51, -0.76, -0.08, 1.66, 1.06513, 1.82746, 1.78667, 29.4777, 59.3362
0.6, 0.68, 0.52, -1.08, 1.08, 1.3, 1.04537, 2.00569, 1.78667, 29.4777, 58.6677
0.61, 0.69, 0.51, -2.24, 2.16, 0.95, 1.05276, 3.25357, 1.78667, 29.4777, 59.3362
0.6, 0.69, 0.53, -3.76, 5.25, 0.88, 1.05688, 6.51725, 1.78667, 29.4777, 57.9945
0.61, 0.68, 0.53, -2.29, 4.29, 0.48, 1.05612, 4.88657, 1.78667, 29.4777, 57.9945
0.6, 0.69, 0.54, -2.94, 3.94, -0.52, 1.06193, 4.94344, 1.78667, 29.4777, 57.3164
0.6, 0.7, 0.53, -2.75, 5.52, 0.51, 1.06344, 6.18813, 1.78667, 29.4777, 57.9945
0.59, 0.7, 0.55, -1.75, 9.8, 2.55, 1.06799, 10.2764, 1.78667, 29.4777, 56.633
0.63, 0.71, 0.53, 9.24, 9.72, 11.25, 1.08715, 17.5048, 1.78667, 29.4777, 57.9945
0.67, 0.71, 0.47, 7.37, 16.29, 8.57, 1.08347, 19.8274, 1.79367, 29.0073, 61.9657
0.69, 0.51, 0.72, -1.1, 1.46, 21.71, 1.12009, 21.7868, 1.80133, 28.255, 43.9455
0.51, 0.59, 0.74, 9.44, 10.41, 18.32, 1.07508, 23.089, 1.80267, 27.154, 42.2686
0.52, 0.6, 0.7, 26.66, 5.91, 24.68, 1.05849, 36.8074, 1.805, 26.729, 45.573
0.54, 0.64, 0.6, 31.64, 5.75, 26.57, 1.03015, 41.7147, 1.80767, 27.1573, 53.1301
0.63, 0.64, 0.52, 15.62, -3.04, 21.58, 1.03774, 26.8127, 1.80867, 27.278, 58.6677
0.6, 0.57, 0.61, 4.59, 0.54, 5.46, 1.02811, 7.15341, 1.809, 25.2573, 52.4105
0.6, 0.64, 0.61, 7.22, 4.43, -6.82, 1.0685, 10.875, 1.814, 22.5867, 52.4105
0.56, 0.65, 0.63, -6.79, -3.4, -12.99, 1.06442, 15.0467, 1.81833, 20.7257, 50.9499
0.56, 0.64, 0.62, 0.27, -6.32, -10.47, 1.05243, 12.2326, 1.81833, 19.2457, 51.6839
0.5, 0.64, 0.62, 0.79, -7.94, -6.54, 1.02176, 10.3169, 1.816, 17.452, 51.6839
0.54, 0.65, 0.61, 3.66, -3.42, -2.27, 1.04221, 5.49954, 1.81667, 15.835, 52.4105
0.54, 0.65, 0.61, -0.4, -2.72, 0.43, 1.04221, 2.78268, 1.81733, 15.781, 52.4105
0.52, 0.62, 0.63, 2.66, -0.53, -1.25, 1.02552, 2.98647, 1.81667, 15.8067, 50.9499
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.816, 15.768, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.81667, 15.774, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.81567, 15.797, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.81667, 15.822, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.81567, 15.7433, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.816, 15.8307, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.81667, 15.854, 58.6677
0.61, 0.68, 0.5, -0.25, 1.7, 0.3, 1.04139, 1.74428, 1.81533, 15.8457, 60
0.62, 0.7, 0.51, -0.76, -0.08, 1.66, 1.06513, 1.82746, 1.81633, 15.8137, 59.3362
0.6, 0.68, 0.52, -1.08, 1.08, 1.3, 1.04537, 2.00569, 1.816, 15.7507, 58.6677
0.61, 0.69, 0.51, -2.24, 2.16, 0.95, 1.05276, 3.25357, 1.81567, 15.5993, 59.3362
0.6, 0.69, 0.53, -3.76, 5.25, 0.88, 1.05688, 6.51725, 1.81567, 15.6937, 57.9945
0.61, 0.68, 0.53, -2.29, 4.29, 0.48, 1.05612, 4.88657, 1.81533, 15.6823, 57.9945
0.6, 0.69, 0.54, -2.94, 3.94, -0.52, 1.06193, 4.94344, 1.81533, 15.6363, 57.3164
0.6, 0.7, 0.53, -2.75, 5.52, 0.51, 1.06344, 6.18813, 1.815, 15.459, 57.9945
0.59, 0.7, 0.55, -1.75, 9.8, 2.55, 1.06799, 10.2764, 1.814, 14.922, 56.633
0.63, 0.71, 0.53, 9.24, 9.72, 11.25, 1.08715, 17.5048, 1.81467, 14.8547, 57.9945
0.53, 0.63, 0.62, 4.04, -4.07, 4.26, 1.03063, 7.14382, 1.81, 14.458, 51.6839
0.49, 0.62, 0.61, 1.83, -7.96, 0.15, 0.998299, 8.16903, 1.806, 13.517, 52.4105
0.55, 0.65, 0.64, -1.13, 5.81, 1.74, 1.06518, 6.16933, 1.80667, 11.898, 50.2082
0.44, 0.59, 0.69, 22.57, -47.59, 1.72, 1.00886, 52.6989, 1.80467, 12.162, 46.3699
0.54, 0.64, 0.58, 9.84, -62.97, 7.01, 1.01863, 64.1185, 1.80367, 13.4813, 54.5495
0.58, 0.68, 0.54, 11.32, -13.84, 11.41, 1.04422, 21.2103, 1.80433, 14.3473, 57.3164
0.6, 0.72, 0.42, 10.91, 8.74, 18.98, 1.02703, 23.5724, 1.80067, 15.0193, 65.1654
0.71, 0.72, 0.47, 5.51, 33.32, 26.7, 1.11508, 43.052, 1.80267, 16.431, 61.9657
0.64, 0.66, 0.56, 4.84, 46.46, 18, 1.07648, 50.0595, 1.804, 18.1723, 55.9442
0.68, 0.62, 0.6, 2.91, 38.19, 10.67, 1.09854, 39.7592, 1.80867, 19.389, 53.1301
0.62, 0.58, 0.65, 1.75, 18.36, 4.27, 1.06925, 18.9311, 1.81033, 19.89, 49.4584
0.6, 0.56, 0.62, 14.76, -48.27, 1.01, 1.02859, 50.4863, 1.80967, 21.9063, 51.6839
0.7, 0.67, 0.55, -7.51, -95.25, 3.51, 1.11418, 95.6101, 1.81467, 25.3007, 56.633
0.58, 0.69, 0.52, 0.49, 2.21, 0.97, 1.04062, 2.46274, 1.81467, 25.3007, 58.6677
0.62, 0.7, 0.49, 0.27, 2.09, 2.47, 1.0557, 3.24683, 1.81467, 25.3007, 60.6594
0.61, 0.69, 0.49, 0.41, 1.75, 2.49, 1.04322, 3.07094, 1.81467, 25.3007, 60.6594
0.6, 0.72, 0.5, -0.12, 1.01, 2.83, 1.06226, 3.00722, 1.81467, 25.3007, 60
0.6, 0.68, 0.51, -0.73, 0.34, 2.14, 1.04043, 2.2865, 1.81467, 25.3007, 59.3362
0.61, 0.7, 0.51, -2.78, 1.66, 1.13, 1.05934, 3.42942, 1.81467, 25.3007, 59.3362
0.61, 0.68, 0.52, -2.04, -0.5, 0.41, 1.05114, 2.14002, 1.81467, 25.3007, 58.6677
